0,9.583893746010061e+00
1,9.537785440558824e+00
2,9.527406846209306e+00
3,9.513013402469053e+00
4,9.505135049965473e+00
5,9.495250976275619e+00
6,9.487192160856891e+00
7,9.476824543893871e+00
8,9.466631572703880e+00
9,9.452762555879335e+00
10,9.452762555887359e+00
11,9.466631572691799e+00
12,9.476824543906455e+00
13,9.487192160845865e+00
14,9.495250976285472e+00
15,9.505135049957584e+00
16,9.513013402475897e+00
17,9.527406846206466e+00
18,9.537785440561452e+00
19,9.583893746004817e+00
20,9.607307060931278e+00
21,9.581058061164560e+00
22,9.549856487961243e+00
23,9.538002695222604e+00
24,9.523712091242084e+00
25,9.515203374103526e+00
26,9.505115043479005e+00
27,9.497274973177628e+00
28,9.488001098968283e+00
29,9.480963747010124e+00
30,9.480963746999596e+00
31,9.488001098980439e+00
32,9.497274973166027e+00
33,9.505115043490624e+00
34,9.515203374094336e+00
35,9.523712091250795e+00
36,9.538002695218212e+00
37,9.549856487965844e+00
38,9.581058061159512e+00
39,9.607307060931804e+00
40,9.627134553038703e+00
41,9.601250013017937e+00
42,9.580640675124220e+00
43,9.557779760022299e+00
44,9.546022778342678e+00
45,9.532978347755490e+00
46,9.524680374607046e+00
47,9.515603950154116e+00
48,9.509129359892386e+00
49,9.502759470457798e+00
50,9.502759470469540e+00
51,9.509129359880776e+00
52,9.515603950166467e+00
53,9.524680374596558e+00
54,9.532978347765862e+00
55,9.546022778336175e+00
56,9.557779760028888e+00
57,9.580640675118978e+00
58,9.601250013019502e+00
59,9.627134553032828e+00
60,9.641137105676988e+00
61,9.621289725849136e+00
62,9.598215579475129e+00
63,9.581236350543522e+00
64,9.563324098229101e+00
65,9.552517059300333e+00
66,9.541327382925930e+00
67,9.534066115351772e+00
68,9.526992540210864e+00
69,9.522293759947285e+00
70,9.522293759935479e+00
71,9.526992540223299e+00
72,9.534066115340645e+00
73,9.541327382937778e+00
74,9.552517059291738e+00
75,9.563324098237670e+00
76,9.581236350537196e+00
77,9.598215579479202e+00
78,9.621289725843329e+00
79,9.641137105675735e+00
80,9.657447963839727e+00
81,9.635170165903631e+00
82,9.616455975934478e+00
83,9.596481546832894e+00
84,9.582031860904300e+00
85,9.567572828177340e+00
86,9.558203898108522e+00
87,9.549281182423828e+00
88,9.543632426777060e+00
89,9.539059558804748e+00
90,9.539059558816961e+00
91,9.543632426766143e+00
92,9.549281182436218e+00
93,9.558203898098515e+00
94,9.567572828187425e+00
95,9.582031860896578e+00
96,9.596481546839385e+00
97,9.616455975928343e+00
98,9.635170165903855e+00
99,9.657447963833715e+00
100,9.671188408078143e+00
101,9.650435857803574e+00
102,9.629277216698279e+00
103,9.612087995835303e+00
104,9.595020543826649e+00
105,9.582673310732570e+00
106,9.571108013793133e+00
107,9.563530476319926e+00
108,9.557164761422788e+00
109,9.553585508399200e+00
110,9.553585508388148e+00
111,9.557164761434576e+00
112,9.563530476309669e+00
113,9.571108013803828e+00
114,9.582673310723742e+00
115,9.595020543834854e+00
116,9.612087995828551e+00
117,9.629277216700611e+00
118,9.650435857797531e+00
119,9.671188408075645e+00
120,9.686260968045399e+00
121,9.662720527536605e+00
122,9.642565507483910e+00
123,9.623139536511642e+00
124,9.607691009969226e+00
125,9.593353949344177e+00
126,9.583056635012086e+00
127,9.574249454786626e+00
128,9.568790937200010e+00
129,9.565224122081370e+00
130,9.565224122091914e+00
131,9.568790937190165e+00
132,9.574249454797107e+00
133,9.583056635003013e+00
134,9.593353949352656e+00
135,9.607691009961968e+00
136,9.623139536515700e+00
137,9.642565507478098e+00
138,9.662720527535276e+00
139,9.686260968038917e+00
140,9.699817556655761e+00
141,9.675373086309747e+00
142,9.652764593957508e+00
143,9.633791146113158e+00
144,9.616496239858629e+00
145,9.602972618906279e+00
146,9.591315764568936e+00
147,9.583206022139981e+00
148,9.577207671707910e+00
149,9.574212376650014e+00
150,9.574212376641050e+00
151,9.577207671717082e+00
152,9.583206022131746e+00
153,9.591315764576850e+00
154,9.602972618899241e+00
155,9.616496239863180e+00
156,9.633791146107544e+00
157,9.652764593958185e+00
158,9.675373086303708e+00
159,9.699817556652516e+00
160,9.713558284660987e+00
161,9.685932944975596e+00
162,9.662354444703544e+00
163,9.641434512946706e+00
164,9.624128234812861e+00
165,9.609226450874054e+00
166,9.597824490174096e+00
167,9.588896386017296e+00
168,9.583208509876405e+00
169,9.580147776748134e+00
170,9.580147776755590e+00
171,9.583208509869467e+00
172,9.588896386023992e+00
173,9.597824490167760e+00
174,9.609226450878444e+00
175,9.624128234807589e+00
176,9.641434512947834e+00
177,9.662354444698819e+00
178,9.685932944973288e+00
179,9.713558284654820e+00
180,9.725760654019766e+00
181,9.695391684858752e+00
182,9.669569663104605e+00
